Name,Job/Est Date (next service date),Status,Customer,Service Location,Gallons,Notes For Techs,Frequency
Travis Menius,03/12/2026,Scheduled,DKW-New Dixie Mart #212,"2770 N Wesleyan Blvd Rocky Mount, NC 28704",1500,,12
Travis Menius,01/10/2026,Scheduled,DKW-PSC/ASHEVILLE TOURISTS,"30 Buchanan Pl Asheville, North Carolina 28801-4243",100,,26
Travis Menius,03/02/2026,Scheduled,DKW-Red Robin #256 - Durham,"5313 New Hope Commons Boulevard Ext Durham, NC 27707",2500,near back parking hose:50 Tanker: yes  ServiceTime: anytime,12
Travis Menius,01/01/2026,Scheduled,DKW-Red Robin #569 - Greensboro,"1507 Highwoods Blvd Greensboro, NC 27410",1250,in landscaping on side of building hose:50 Tanker: yes  ServiceTime: anytime,16
Travis Menius,03/12/2026,Scheduled,DKW-Red Robin #569 - Greensboro,"1507 Highwoods Blvd Greensboro, NC 27410",1250,in landscaping on side of building hose:50 Tanker: yes  ServiceTime: anytime,16
Travis Menius,01/13/2026,Scheduled,DKW-Red Robin #573 - Wake Forest,"11420 Capital Blvd Wake Forest, NC 27587",3000,side of landscape border hose:75 Tanker: yes  ServiceTime: early as possible,16
Travis Menius,01/27/2026,Scheduled,DKW-Red Robin #574 - Alamance Cros,"3110 Waltham Blvd Burlington, NC 27215",1500,back left corner hose:50 Tanker: yes after hours  ServiceTime: anytime,12
Travis Menius,01/05/2026,Closed and Complete,DKW-Scratch Kitchen,"1220 Battleground Ave Ste A Greensboro, NC 27408-8331",250,"Outside GT, 250 Gal,  GT has 2 manhole covers, on back right side of building.
Access 10PM-10AM any day. 
Verify Trap on first service",12
Travis Menius,03/02/2026,Scheduled,DKW-Scratch Kitchen,"1220 Battleground Ave Ste A Greensboro, NC 27408-8331",250,"Outside GT, 250 Gal,  GT has 2 manhole covers, on back right side of building.
Access 10PM-10AM any day. 
Verify Trap on first service",12
Travis Menius,03/26/2026,Scheduled,DKW-Veteran's Life Center,"1005 9th Street Butner, NC 27509",2500,behind - in back of building next to ktichen,12
Travis Menius,01/22/2026,Scheduled,DKW-Viva Chicken,"4520 W Wendover Ave Greensboro, NC 27409",1500,back your truck all the way to the back of the building hose:30 Tanker:   ServiceTime: ,12
Travis Menius,03/13/2026,Scheduled,DKW-Wendy's #7522,"1533 Freeway Dr Reidsville, North Carolina 27320-7106",1500,,12
Travis Menius,03/11/2026,Scheduled,DKW-Zoe's Kitchen,"4524 W Wendover Ave Greensboro, NC 27409",1500,in back of store hose: Tanker:   ServiceTime: ,12
Upstate Route 2,03/06/2026,Scheduled,DKW-Applebee's #1131,"430 CONGAREE RD GREENVILLE, SC ",1000,,12
Upstate Route 2,03/11/2026,Scheduled,DKW-Applebee's #1134,"7602 WARREN H ABERNATHY SPARTANBURG, SC ",1000,,12
Upstate Route 2,01/08/2026,Closed and Complete,DKW-Applebee's #1137,"704 WADE HAMPTON GREER, SC ",1000,,12
Upstate Route 2,01/22/2026,Scheduled,DKW-Applebee's #1141,"3944 GRANDVIEW DR SIMPSONVILLE, SC ",1000,,12
Upstate Route 2,03/20/2026,Scheduled,DKW-Applebee's #1142,"1512 W FLOYD BAKER AVE GAFFNEY, SC ",1000,,12
Upstate Route 2,03/04/2026,Scheduled,DKW-Applebee's #1147,"1950 E MAIN ST SPARTANBURG, SC ",1000,,12
Upstate Route 2,02/25/2026,Scheduled,DKW-Applebee's #1152,"125 RAINBOW LAKE DR BOILING SPRINGS, SC ",1000,,12
Upstate Route 2,03/10/2026,Scheduled,DKW-Bad Daddy's #229,"1922 Augusta Street Ste 100Greenville, SC 29605",2200,,12
Upstate Route 2,01/12/2026,Closed and Complete,DKW-Bad Daddy's Burger Bar #242,"1025 Woodruff Road Greenville, SC 29607",2-1500 gallon traps,,12
Upstate Route 2,03/27/2026,Scheduled,DKW-BANGKOK 2 CORPORATION,"1398 Boiling Springs Rd Ste J Spartanburg, SC 29303",1000,right side of building - right after the brick wall hose: Tanker:   ServiceTime: ,14
Upstate Route 2,01/14/2026,Scheduled,DKW-Bojangles #1106,"605 Ann St Pickens, SC 29671",1000, hose: Tanker:   ServiceTime: ,16
Upstate Route 2,03/31/2026,Scheduled,DKW-Bojangles #1224,"4011 Highway 9 Boiling Springs, SC 29316",1500, hose: Tanker:   ServiceTime: ,16
Upstate Route 2,01/14/2026,Scheduled,DKW-Bojangles #1289,"7239 Moorefield Memorial Hwy Liberty, SC 29657",1500, hose: Tanker:   ServiceTime: ,16
Upstate Route 2,03/18/2026,Scheduled,DKW-Bojangles #2016,"2527 Woodruff Rd Simpsonville, SC 29681",1500,right side of building -  have to get key for locked lid hose: Tanker:   ServiceTime: pump anytime,16
Upstate Route 2,01/08/2026,Scheduled,DKW-Bojangles #212,"1800 Asheville Hwy Spartanburg, SC 29303",1500,right side in parking space - lid is locked - manager has key hose: Tanker:   ServiceTime: ,10
Upstate Route 2,03/05/2026,Scheduled,DKW-Bojangles #212,"1800 Asheville Hwy Spartanburg, SC 29303",1500,right side in parking space - lid is locked - manager has key hose: Tanker:   ServiceTime: ,10
Upstate Route 2,02/23/2026,Scheduled,DKW-Bojangles #241,"1705 W Floyd Baker Blvd Gaffney, SC 29341",1000,back center - no locking lid hose:30 Tanker: Yes: after hours  ServiceTime: ,10
Upstate Route 2,01/13/2026,Scheduled,DKW-Bojangles #443,"1107 W Faris Rd Greenville, SC 29605",1000,next to speaker in mulch - have to bloc drive-thru - lid will be locked - get manager to open it hose:50 Tanker: yes  ServiceTime: pump anytime,10
Upstate Route 2,03/10/2026,Scheduled,DKW-Bojangles #443,"1107 W Faris Rd Greenville, SC 29605",1000,next to speaker in mulch - have to bloc drive-thru - lid will be locked - get manager to open it hose:50 Tanker: yes  ServiceTime: pump anytime,10
Upstate Route 2,01/23/2026,Scheduled,DKW-Bojangles #472,"135 S End Cir Travelers Rest, SC 29690",1000,back center in mulch near drive-thru - have to block drive-thru hose: Tanker:   ServiceTime: ,10
Upstate Route 2,03/20/2026,Scheduled,DKW-Bojangles #472,"135 S End Cir Travelers Rest, SC 29690",1000,back center in mulch near drive-thru - have to block drive-thru hose: Tanker:   ServiceTime: ,10
Upstate Route 2,03/10/2026,Scheduled,DKW-Bojangles #592,"2419 Laurens Rd Greenville, SC 29607",1500,right side in parking space hose: Tanker:   ServiceTime: ,16
Upstate Route 2,03/09/2026,Scheduled,DKW-Bojangles #594,"112 W Wade Hampton Blvd Greer, SC 29650",2000,back center in parking lot hose: Tanker:   ServiceTime: ,16
Upstate Route 2,02/12/2026,Scheduled,DKW-Bojangles #718,"102 Dorman Centre Dr Spartanburg, SC 29301",1500, hose: Tanker:   ServiceTime: ,16
Upstate Route 2,01/03/2026,Scheduled,DKW-Bojangles #790,"310 Springdale Dr Clinton, SC 29325",2000,front center in parking lot  hose: Tanker:   ServiceTime: ,16
Upstate Route 2,03/16/2026,Scheduled,DKW-Bojangles #793,"1792 Highway 14 E Landrum, SC 29356",1500, hose: Tanker:   ServiceTime: ,16
Upstate Route 2,02/25/2026,Scheduled,DKW-Bojangles #838,"6163 Highway 221 Roebuck, SC 29376",1000,Back right beside the speaker locking lid need to get the key from manager hose: Tanker:   ServiceTime: ,16
Upstate Route 2,01/22/2026,Scheduled,DKW-Bojangles #839,"11304 Asheville Hwy Inman, SC 29349",1500,right side center in grass - Manager has the keys in the safe hose: Tanker:   ServiceTime: ,12
Upstate Route 2,03/09/2026,Scheduled,DKW-Bojangles #842,"1793 E Main St Spartanburg, SC 29307",1500,right side in parking space - have to ask for key hose:50 Tanker:   ServiceTime: early as possible,12
Upstate Route 2,03/13/2026,Scheduled,DKW-Bojangles #846,"7475 Augusta Rd Piedmont, SC 29673",1500,right side of building in front of drive-thru - no locking lid hose: Tanker: Yes    ServiceTime: early as possible,12
Upstate Route 2,02/27/2026,Scheduled,DKW-Bojangles #849,"615 NE Main St Simpsonville, SC 29681",1000, hose: Tanker:   ServiceTime: ,16
Upstate Route 2,02/05/2026,Scheduled,DKW-Bojangles #917,"7930 White Horse Rd Greenville, SC 29617",1800,back center in drive-thru hose: Tanker:   ServiceTime: ,10
Upstate Route 2,01/09/2026,Closed and Complete,DKW-Bojangles #939,"940 Hyatt St Gaffney, SC 29341",1500,front center in parking space hose: Tanker:   ServiceTime: ,16
Upstate Route 2,01/01/2026,Scheduled,DKW-Bojangles #951,"656 Highway 28 Byp Anderson, SC 29624",1500,in parking spaces hose: Tanker:   ServiceTime: ,16
Upstate Route 2,01/10/2026,Scheduled,DKW-Bojangles #963,"2095 Highway 86 Piedmont, SC 29673",1500,right hand side hose: Tanker: Yes  ServiceTime: pump during working hours or call manager prior to servicing to have trap lid unlocked,16
Upstate Route 2,03/26/2026,Scheduled,DKW-Bojangles #986,"208 Harrison Bridge Rd Simpsonville, SC 29680",1500,front center in parking lot hose: Tanker:   ServiceTime: ,16
Upstate Route 2,03/13/2026,Scheduled,DKW-Buffalo Wild Wings #0265,"1125 Woodruff Rd #1300 Greenville, SC 29607",4000,trap #1 of 4 for a total of 4000 gallons hose: Tanker:   ServiceTime: pump between 9-11am and show the manager,16
Upstate Route 2,03/02/2026,Scheduled,DKW-Buffalo Wild Wings #0343,"1494 W O Ezell Blvd Spartanburg, SC 29301",1500,"back of building - lid is locked hose: Tanker:   ServiceTime: Lid is locked. Get key from manager
Hours: 11am-12am",12
Upstate Route 2,01/01/2026,Scheduled,DKW-Burger King #1234,"101 W Shockley Ferry Rd Anderson, SC 29624",1500, hose: Tanker:   ServiceTime: ,8
Upstate Route 2,01/09/2026,Scheduled,DKW-Burger King #1237,"7691 Highway 76 Pendleton, SC 29670",1500, hose: Tanker:   ServiceTime: ,8
Upstate Route 2,01/01/2026,Scheduled,DKW-Burger King #1239,"303 Pearman Dairy Rd Anderson, SC 29625",1500, hose: Tanker:   ServiceTime: ,8
Upstate Route 2,01/05/2026,Scheduled,DKW-Burger King #1241,"4460 Liberty Hwy Anderson, SC 29621",1500, hose: Tanker:   ServiceTime: ,8
Upstate Route 2,02/20/2026,Scheduled,DKW-Burger King #1242,"974 South Academy Street Greenville, SC 29601",1500,,12
Upstate Route 2,03/02/2026,Scheduled,DKW-Burger King #557,"3250 N Pleasantburg Drive Greenville, SC 29609",1000,,12
Upstate Route 2,02/05/2026,Scheduled,DKW-Burger King #561,"DKW-Burger King  OF EASLEY6098 CALHOUN MEMORIAL HIGHWAY  EASLEY, SC 29640",1000,,12
Upstate Route 2,03/24/2026,Scheduled,DKW-Burger King #619,"249 South Main Street Woodruff, SC 29388",1000,,12
Upstate Route 2,02/10/2026,Scheduled,DKW-City Barbeque #10074,"1200 Woodruff Rd Greenville, South Carolina 29607-5730",1500,,12
Upstate Route 2,02/13/2026,Scheduled,DKW-Clock on Cedar,"DKW-Clock on Cedar1822 Cedar Lane Greenville, SC 29617",1500,,12
Upstate Route 2,02/25/2026,Scheduled,DKW-Corona Mexican Restaurant-Spartanburg,"121 E Blackstock Rd Spartanburg, SC 29301",1500,,12
Upstate Route 2,02/09/2026,Scheduled,DKW-Hilton Garden Inn - Greenville,"108 Carolina Point Pkwy Greenville, SC 29607",1500,right side of building up the hill next to mini golf course hose:90 Tanker:   ServiceTime: ,12
Upstate Route 2,02/20/2026,Scheduled,DKW-J Peters - Mauldin,"DKW-J Peters - Mauldin120 Millport Circle Mauldin, SC 29607",4000,,12
Upstate Route 2,01/08/2026,Scheduled,DKW-JC's,"713B E Greenville St Anderson, SC 29621",1500,left side of building  hose: Tanker:   ServiceTime: pump before or after hours,16
Upstate Route 2,01/28/2026,Scheduled,DKW-Kenny's Home Cooking,"DKW-Kenny's Home Cooking1000 N Pine Street Spartanburg, SC 29303",1000,,12
Upstate Route 2,01/03/2026,Scheduled,DKW-KFC #L765-003,"105 W Carolina Ave Clinton, SC 29325",1500,back center close to speaker hose: Tanker:   ServiceTime: ,16
Upstate Route 2,01/01/2026,Scheduled,DKW-KFC #L765-007,"653 Highway 28 Byp Anderson, SC 29624",1000,behind speaker hose:50 Tanker: yes  ServiceTime: early as possible,16
Upstate Route 2,01/05/2026,Scheduled,DKW-KFC #L765-015,"2701 N Main St Anderson, SC 29621",2000,located back left in mulch beside the order speaker - another tank on left side of building after menu is not in use hose: Tanker: Yes: before and after hours  ServiceTime: ,16
Upstate Route 2,01/12/2026,Scheduled,DKW-KFC #L765-032,"3100 Highway 153 Piedmont, SC 29673",2000,right side of building in parking space - 2 lids - one lid for each tank - pump tank close to building for grease trap hose: Tanker: Yes  ServiceTime: ,16
Upstate Route 2,03/27/2026,Scheduled,DKW-Red Robin #655 Greenville,"1125 Woodruff Rd Greenville, SC 29607",3800,back corner near landscaping hose:50 Tanker: yes  ServiceTime: anytime,16
Upstate Route 2,02/03/2026,Scheduled,DKW-Texas Roadhouse #516,"1371 Wo Ezell Blvd Spartanburg, SC 29301",4000, hose: Tanker:   ServiceTime: ,12
Upstate Route 2,02/13/2026,Scheduled,DKW-The Habit Burger #381,"1495 W. O Ezell Blvd Spartanburg , SC 29301",1500, hose: Tanker:   ServiceTime: ,12
Upstate Route 2,01/12/2026,Closed and Complete,DKW-The Habit Burger #415,"1122 W. Wade Hampton Blvd. Greer, SC 29650",1500, hose: Tanker:   ServiceTime: ,12
Upstate Route 2,01/26/2026,Scheduled,DKW-US Wings and Deli Greenville,"DKW-US Wings and Deli Greenville6134 White Horse Rd Greenville, SC 29611",275,,12
William Emerson,03/17/2026,Scheduled,DKW-Aii Guey Mexican Cuisine,"160 Smithfield Xing Smithfield, NC 27577",1500,"In back near dumpster fence- pump anytime. 
",14
William Emerson,03/24/2026,Scheduled,DKW-ARMANDOS PIZZA-Wilson,"DKW-ARMANDOS PIZZA-Wilson3332 AIRPORT BLVD NW  WILSON, NC 27896",1000,,12
William Emerson,01/05/2026,Closed and Complete,DKW-ARMANDOS PIZZA-Zebulon,"DKW-ARMANDOS PIZZA-Zebulon103 N ARENDELL AVE  ZEBULON, NC 27597",1000,Access code 2031,12
William Emerson,03/30/2026,Scheduled,DKW-ARMANDOS PIZZA-Zebulon,"DKW-ARMANDOS PIZZA-Zebulon103 N ARENDELL AVE  ZEBULON, NC 27597",1000,Access code 2031,12
William Emerson,03/30/2026,Scheduled,DKW-BCS - Cane Bay Elementary School,"1247 Cane Bay Blvd Summerville, SC 29486",2000,,12
William Emerson,03/30/2026,Scheduled,DKW-BCS - Cane Bay High School,"1624 State Road Summerville, SC 29486",1500,,12
William Emerson,03/30/2026,Scheduled,DKW-BCS - Cane Bay Middle School,"1175 Cane Bay Blvd Summerville, SC 29486",2000,,12
William Emerson,03/31/2026,Scheduled,DKW-BCS - Howe Hall AIMS,"115 Howe Hall Road Goose Creek, SC 29445",2000,Behind a gate pull in school take a left and there will be a sqaure parking area and u have to run about 100 ft of hose,12
William Emerson,03/30/2026,Scheduled,DKW-BCS - Nexton Elementary School,"200 Scholar Way Summerville, SC 29486",1500,,12
William Emerson,03/31/2026,Scheduled,DKW-BCS - Sangaree Middle School,"1050 Discovery Drive Ladson, SC 29456",2500,measurements are 72x60x130,12
William Emerson,03/31/2026,Scheduled,DKW-BCS-Carolyn Lewis Elementary,"380 Coleridge Road Summerville, SC 29486",3000,will need a 19 mm socket for lids and no gate,12
William Emerson,01/27/2026,Scheduled,DKW-Bojangles #1073,"740 Folly Rd Charleston, SC 29412",1200,Manhole lids don\'t fit good. Manager states they will come off hose: Tanker: No  ServiceTime: early,5
William Emerson,03/10/2026,Scheduled,DKW-Bojangles #1073,"740 Folly Rd Charleston, SC 29412",1200,Manhole lids don\'t fit good. Manager states they will come off hose: Tanker: No  ServiceTime: early,5
William Emerson,01/16/2026,Scheduled,DKW-Bojangles #156,"1614 S Stratford Rd Winston Salem, NC 27103",1000,back center beside the drive-thru hose:30 Tanker: no  ServiceTime: pump anytime,4
William Emerson,03/13/2026,Scheduled,DKW-Bojangles #156,"1614 S Stratford Rd Winston Salem, NC 27103",1000,back center beside the drive-thru hose:30 Tanker: no  ServiceTime: pump anytime,4
William Emerson,03/18/2026,Scheduled,DKW-Bojangles #18,"555 E Roosevelt Blvd Monroe, NC 28112",1500,right side of building in mulch close to speaker hose:30 Tanker: Yes  ServiceTime: ,10
William Emerson,01/12/2026,Closed and Complete,DKW-Bojangles #2023,"1200 E Caswell St Wadesboro, NC 28170",1500, hose: Tanker:   ServiceTime: ,12
William Emerson,02/25/2026,Scheduled,DKW-Bojangles #2036,"1341 Lake Park Blvd N Carolina Beach, NC 28428",1500,back corner hose:50 Tanker: No  ServiceTime: early am,16
William Emerson,02/13/2026,Scheduled,DKW-Bojangles #2039,"6301 Ramsey St Fayetteville, NC 28311",1500, hose:Not specified Tanker: Unknown  ServiceTime: ,12
William Emerson,01/15/2026,Dispatched,DKW-Bojangles #2041,"4090 Old York Rd Rock Hill, SC 29732",1500,in drive thru in front of payment window hose: Tanker:   ServiceTime: ,8
William Emerson,01/28/2026,Scheduled,DKW-Bojangles #2047,"3709 Northwest Rd Leland, NC 28451",1500, hose: Tanker:   ServiceTime: ,16
William Emerson,01/27/2026,Scheduled,DKW-Bojangles #2062,"6904 Cliffdale Rd Fayetteville, NC 28314",1500, hose: Tanker:   ServiceTime: ,16
William Emerson,01/02/2026,Scheduled,DKW-Bojangles #2076,"108 Rowan St Fayetteville, NC 28301",1500, hose: Tanker:   ServiceTime: ,16
William Emerson,01/26/2026,Scheduled,DKW-Bojangles #22,"4554 Raeford Rd Fayetteville, NC 28304",1000, hose: Tanker:   ServiceTime: ,10
William Emerson,01/05/2026,Closed and Complete,DKW-Bojangles #274,"1901 Owen Dr Fayetteville, NC 28306",1000,BACK CORNER hose:50 FT Tanker: YES  ServiceTime: EARLY AM,10
William Emerson,03/30/2026,Scheduled,DKW-Bojangles #274,"1901 Owen Dr Fayetteville, NC 28306",1000,BACK CORNER hose:50 FT Tanker: YES  ServiceTime: EARLY AM,10
William Emerson,01/13/2026,Closed and Complete,DKW-Bojangles #280,"1278 E Main St Rock Hill, SC 29730",1500,back center in drive thru hose: Tanker:   ServiceTime: have to block drive-thru if pump during daytime,8
William Emerson,02/23/2026,Scheduled,DKW-Bojangles #282,"5918 University Pkwy Winston Salem, NC 27105",1500,in drive-thru hose:30 Tanker: Yes: after hours  ServiceTime: pump after hours,4
William Emerson,01/23/2026,Scheduled,DKW-Bojangles #353,"1807 N Sandhills Blvd Aberdeen, NC 28315",1000,BACK DOOR 50 FEET hose:75 Tanker: NO  ServiceTime: EARLY AM,10
William Emerson,01/22/2026,Scheduled,DKW-Bojangles #407,"915 Nc Highway 66 S Kernersville, NC 27284",1000,back center - have to block drive-thru hose:Not specified Tanker: Unknown  ServiceTime: ,4
William Emerson,02/19/2026,Scheduled,DKW-Bojangles #407,"915 Nc Highway 66 S Kernersville, NC 27284",1000,back center - have to block drive-thru hose:Not specified Tanker: Unknown  ServiceTime: ,4
William Emerson,03/19/2026,Scheduled,DKW-Bojangles #407,"915 Nc Highway 66 S Kernersville, NC 27284",1000,back center - have to block drive-thru hose:Not specified Tanker: Unknown  ServiceTime: ,4
William Emerson,03/30/2026,Scheduled,DKW-Bojangles #410,"688 S Andy Griffith Pkwy Mount Airy, NC 27030",1000,back center hose:30 Tanker: Unknown  ServiceTime: pump anytime,8
William Emerson,02/19/2026,Scheduled,DKW-Bojangles #442,"2453 N Roberts Ave Lumberton, NC 28358",1000,right side corner hose:50 Tanker: No  ServiceTime: early as possible,8
William Emerson,01/09/2026,Closed and Complete,DKW-Bojangles #462,"3008 N Main St Hope Mills, NC 28348",1000,near drive thru hose:50 Tanker: No  ServiceTime: early,10
William Emerson,03/06/2026,Scheduled,DKW-Bojangles #462,"3008 N Main St Hope Mills, NC 28348",1000,near drive thru hose:50 Tanker: No  ServiceTime: early,10
William Emerson,01/28/2026,Scheduled,DKW-Bojangles #476,"5513 Carolina Beach Rd Wilmington, NC 28412",1000,BACK RIGHT hose:50 Tanker: NO  ServiceTime: EARLY AM,8
William Emerson,03/25/2026,Scheduled,DKW-Bojangles #476,"5513 Carolina Beach Rd Wilmington, NC 28412",1000,BACK RIGHT hose:50 Tanker: NO  ServiceTime: EARLY AM,8
William Emerson,02/12/2026,Scheduled,DKW-Bojangles #484,"1475 New Walkertown Rd Winston Salem, NC 27101",1000,back in mulch - has 2 green lids hose:30 Tanker: Yes  ServiceTime: ,4
William Emerson,01/14/2026,Closed and Complete,DKW-Bojangles #527,"493 Herlong Ave Rock Hill, SC 29732",2000,back center in mulch hose: Tanker: Yes: after hours  ServiceTime: pump anytime with straight truck,8
William Emerson,02/10/2026,Scheduled,DKW-Bojangles #537,"3652 Reynolda Rd Winston Salem, NC 27106",1500,near speaker but can service using parking spots closest to grease trap hose:30 Tanker: Yes: after hours  ServiceTime: pump anytime,4
William Emerson,01/15/2026,Scheduled,DKW-Bojangles #552,"585 W Northwest Blvd Winston Salem, NC 27105",1500,back center in mulch and rose bed hose:30 Tanker: No  ServiceTime: pump anytime,4
William Emerson,02/12/2026,Scheduled,DKW-Bojangles #552,"585 W Northwest Blvd Winston Salem, NC 27105",1500,back center in mulch and rose bed hose:30 Tanker: No  ServiceTime: pump anytime,4
William Emerson,03/12/2026,Scheduled,DKW-Bojangles #552,"585 W Northwest Blvd Winston Salem, NC 27105",1500,back center in mulch and rose bed hose:30 Tanker: No  ServiceTime: pump anytime,4
William Emerson,01/13/2026,Scheduled,DKW-Bojangles #553,"1423 Lewisville Clemmons Rd Clemmons, NC 27012",1000,back center beside drive-thru hose:30 Tanker: Yes: after hours  ServiceTime: pump anytime between 5 AM - 10 PM,4
William Emerson,02/10/2026,Scheduled,DKW-Bojangles #553,"1423 Lewisville Clemmons Rd Clemmons, NC 27012",1000,back center beside drive-thru hose:30 Tanker: Yes: after hours  ServiceTime: pump anytime between 5 AM - 10 PM,4
William Emerson,03/10/2026,Scheduled,DKW-Bojangles #553,"1423 Lewisville Clemmons Rd Clemmons, NC 27012",1000,back center beside drive-thru hose:30 Tanker: Yes: after hours  ServiceTime: pump anytime between 5 AM - 10 PM,4
William Emerson,01/12/2026,Scheduled,DKW-Bojangles #559,"623 Waughtown St Winston Salem, NC 27107",1000,Left side of building beside pickup window. Not in drive-thru hose:40 Tanker: Yes   ServiceTime: park truck on Junia Ave so you don\'t block drive-thru,4
William Emerson,02/09/2026,Scheduled,DKW-Bojangles #559,"623 Waughtown St Winston Salem, NC 27107",1000,Left side of building beside pickup window. Not in drive-thru hose:40 Tanker: Yes   ServiceTime: park truck on Junia Ave so you don\'t block drive-thru,4
William Emerson,03/09/2026,Scheduled,DKW-Bojangles #559,"623 Waughtown St Winston Salem, NC 27107",1000,Left side of building beside pickup window. Not in drive-thru hose:40 Tanker: Yes   ServiceTime: park truck on Junia Ave so you don\'t block drive-thru,4
William Emerson,02/23/2026,Scheduled,DKW-Bojangles #599,"1250 Peters Creek Pkwy Winston Salem, NC 27103",1500,in back center parking lot hose:30 Tanker: Yes  ServiceTime: pump at night,4
William Emerson,01/13/2026,Closed and Complete,DKW-Bojangles #662,"2886 Highway 160 W Fort Mill, SC 29708",1500,back side of building near to parking spaces in mulch hose:30 Tanker:   ServiceTime: ,8
William Emerson,03/10/2026,Scheduled,DKW-Bojangles #662,"2886 Highway 160 W Fort Mill, SC 29708",1500,back side of building near to parking spaces in mulch hose:30 Tanker:   ServiceTime: ,8
William Emerson,03/02/2026,Scheduled,DKW-Bojangles #685,"624 S State St Yadkinville, NC 27055",1500,,12
William Emerson,01/05/2026,Closed and Complete,DKW-Bojangles #731,"109 Village Rd NE Leland, NC 28451",1500,side of building hose:50 Tanker: No  ServiceTime: early as possible,8
William Emerson,03/02/2026,Scheduled,DKW-Bojangles #731,"109 Village Rd NE Leland, NC 28451",1500,side of building hose:50 Tanker: No  ServiceTime: early as possible,8
William Emerson,01/26/2026,Scheduled,DKW-Bojangles #735,"7661 Raeford Rd Fayetteville, NC 28304",1000,,12
William Emerson,01/12/2026,Closed and Complete,DKW-Bojangles #736,"9785 Charlotte Hwy Fort Mill, SC 29707",1500,left side of building in mulch hose: Tanker:   ServiceTime: ,12
William Emerson,01/05/2026,Closed and Complete,DKW-Bojangles #763,"7155 Market St Wilmington, NC 28411",1500,BACK LEFT hose:50 Tanker: NO  ServiceTime: EARLY AM,8
William Emerson,03/02/2026,Scheduled,DKW-Bojangles #763,"7155 Market St Wilmington, NC 28411",1500,BACK LEFT hose:50 Tanker: NO  ServiceTime: EARLY AM,8
William Emerson,02/13/2026,Scheduled,DKW-Bojangles #767,"5195 Walkertown Commons Cir Walkertown, NC 27051",1500,right side of building from Hwy 66 Old Hollow Rd - in sidewalk behind the parking space hose:30 Tanker: Yes: after hours  ServiceTime: pump anytime,4
William Emerson,01/21/2026,Scheduled,DKW-Bojangles #827,"4897 Country Club Rd Winston Salem, NC 27104",1600,"right side of building beside the pickup window hose:30 Tanker: Yes  ServiceTime: pump anytime
Need 2 ft extension for this trap",4
William Emerson,02/18/2026,Scheduled,DKW-Bojangles #827,"4897 Country Club Rd Winston Salem, NC 27104",1600,"right side of building beside the pickup window hose:30 Tanker: Yes  ServiceTime: pump anytime
Need 2 ft extension for this trap",4
William Emerson,03/18/2026,Scheduled,DKW-Bojangles #827,"4897 Country Club Rd Winston Salem, NC 27104",1600,"right side of building beside the pickup window hose:30 Tanker: Yes  ServiceTime: pump anytime
Need 2 ft extension for this trap",4
William Emerson,01/13/2026,Scheduled,DKW-Bojangles #831,"374 George W Liles Pkwy NW Concord, NC 28027",1000,back center building close to back door hose:60 Tanker: Unknown  ServiceTime: pump anytime between 10 PM - 5 AM,8
William Emerson,02/05/2026,Scheduled,DKW-Bojangles #844,"1718 Main St W Locust, NC 28097",1000,right side of building in parking space hose:30 Tanker: Yes: after hours  ServiceTime: pump anytime with straight truck,16
William Emerson,01/15/2026,Scheduled,DKW-Bojangles #855,"3411 Olivers Crossing Dr Winston Salem, NC 27127",1500,"right side of building in parking space hose:30 ft
tanker: yes",4
William Emerson,02/12/2026,Scheduled,DKW-Bojangles #855,"3411 Olivers Crossing Dr Winston Salem, NC 27127",1500,"right side of building in parking space hose:30 ft
tanker: yes",4
William Emerson,03/12/2026,Scheduled,DKW-Bojangles #855,"3411 Olivers Crossing Dr Winston Salem, NC 27127",1500,"right side of building in parking space hose:30 ft
tanker: yes",4
William Emerson,03/30/2026,Dispatched,DKW-Bojangles #856,"402 E Atkins St Dobson, NC 27017",1500,right side in handicap parking hose:30 Tanker: Yes  ServiceTime: pump anytime,12
William Emerson,02/17/2026,Scheduled,DKW-Bojangles #878,"5185 Eason St Southport, NC 28461",1500,BACK LEFT hose:50 Tanker: NO  ServiceTime: ,8
William Emerson,03/11/2026,Scheduled,DKW-Bojangles #892,"2409 Carolina Beach Rd Wilmington, NC 28401",1500,BACK DOOR 60 FEET hose:75 Tanker: NO  ServiceTime: ,8
William Emerson,01/09/2026,Closed and Complete,DKW-Bojangles #895,"5750 Corporation Dr Hope Mills, NC 28348",1500,corner hose:50 Tanker: No  ServiceTime: ,12
William Emerson,01/26/2026,Scheduled,DKW-Bojangles #910,"5117 N Fayetteville Rd Lumberton, NC 28360",1500, hose: Tanker:   ServiceTime: early as possible,16
William Emerson,01/26/2026,Scheduled,DKW-Bojangles #915,"914 Berkley Hall Way Fayetteville, NC 28303",3000, hose:Not specified Tanker: Unknown  ServiceTime: ,12
William Emerson,01/06/2026,Closed and Complete,DKW-Bojangles #931,"4505 Market St Wilmington, NC 28405",1500,parking area hose:50 Tanker: No  ServiceTime: early,8
William Emerson,03/03/2026,Scheduled,DKW-Bojangles #931,"4505 Market St Wilmington, NC 28405",1500,parking area hose:50 Tanker: No  ServiceTime: early,8
William Emerson,01/12/2026,Closed and Complete,DKW-Bojangles #941,"3302 Highway 21 Fort Mill, SC 29715",1500, hose: Tanker:   ServiceTime: ,16
